name,equipment,primary_muscle,secondary_muscle,video,thumbnail,howTo
T Bar Row,Barbell,Upper Back,"Lats, Biceps, Forearms",assets/media/exercises/ex_0380_video.mp4,assets/media/exercises/ex_0380_thumbnail.jpg,"1. Add some weight to the T-bar station. | 2. Step on the platform, lean forward and grab the handles with an overhand grip. | 3. Retract your shoulder blades, engage your abs, and inhale. | 4. With your back neutral, push through your heels and extend your hips a bit to lift the weight off the floor. | 5. Keep your torso almost parallel with the floor and have your arms straight. | 6. Inhale again and pull the weight until the handles get close to your torso. Breathe out at the top. | 7. Extend your arms as you breathe in. Don’t set the weight on the floor."
Thruster (Barbell),Barbell,Full Body,None,assets/media/exercises/ex_0381_video.mp4,assets/media/exercises/ex_0381_thumbnail.jpg,"1. Have the barbell in a front rack position: resting on your shoulders with your elbows bent and fingertips supporting. | 2. Position your feet in a comfortable squatting stance. | 3. Engage your abs and take a breath. | 4. Descend into a squat and keep your heels in contact with the floor. | 5. Move down until your thighs are parallel to the floor. | 6. Press through your heels to move up. | 7. As your legs straighten, immediately transition into an overhead press, thrusting the barbell overhead and breathing out. | 8. Lower the barbell to the front rack position as you breathe in. | 9. Descend into another squat."
Thruster (Kettlebell),Kettlebell,Full Body,None,assets/media/exercises/ex_0382_video.mp4,assets/media/exercises/ex_0382_thumbnail.jpg,"1. Grab a pair of kettlebells, stand tall, and lift them to shoulder level. Keep your elbow bent and the kettlebells on the outer side, resting against your forearms and biceps (rack position). | 2. Have your feet at a hip-width distance with your toes pointing slightly out. | 3. Bring your shoulders back, engage your abs, take a breath, and squat. | 4. Descend until your thighs are parallel to the floor and move up, pushing through your heels. | 5. As you reach the top of the squat, press the kettlebells overhead, extending your elbows fully and exhaling. | 6. Lower the kettlebells to the sides of your shoulder, take another breath, and squat."
Toe Touch,None,Abdominals,None,assets/media/exercises/ex_0383_video.mp4,assets/media/exercises/ex_0383_thumbnail.jpg,"1. Lie on the floor, straighten your legs, and raise them toward the ceiling. | 2. Engage your abs and raise your arms over your chest with your fingers pointing up. | 3. Take a breath and crunch your abs to lift your shoulder blades several inches off the floor. | 4. Touch your toes with your fingers (or crunch as high as possible in one fluid motion) and exhale. | 5. Lower your upper back to the floor as you breathe in."
Toes to Bar,None,Abdominals,Forearms,assets/media/exercises/ex_0384_video.mp4,assets/media/exercises/ex_0384_thumbnail.jpg,"1. Reach up and grab a pull-up bar with an overhand grip (palms facing forward). | 2. Bring your feet together and lift them off the floor to suspend yourself in the air. | 3. Retract your shoulder blades and engage your abs. | 4. Take a breath and lift your legs in one fluid motion. | 5. Go up as high as possible––ideally, until your toes are close to the pull-up bar you’re holding. Breathe out at the top. | 6. Slowly lower your legs to the starting position as you breathe in. Do repetitions slowly and keep your abs engaged to prevent your body from swinging back and forth."
Torso Rotation,Machine,Abdominals,None,assets/media/exercises/ex_0385_video.mp4,assets/media/exercises/ex_0385_thumbnail.jpg,"1. Select the appropriate weight. | 2. Adjust the seat height so that you can comfortably place your forearms on the pads at your sides and grab the handles. | 3. With your knees bent, position your shins against the bottom pads and push forward to create whole-body rigidity. | 4. Breathe in and twist your lower body to the right as you exhale. It should be a fluid motion. | 5. Slowly return your lower body to the starting position as you breathe in. | 6. Rotate your legs to the left and breathe out again. | 7. Continue alternating from left to right, breathing steadily as you do reps."
Treadmill,Machine,Cardio,None,assets/media/exercises/ex_0386_video.mp4,assets/media/exercises/ex_0386_thumbnail.jpg,"1. Stand on the treadmill and clip the safety key to your tank top or T-shirt. | 2. Start the treadmill and gradually increase the speed from slow walking to a jog. | 3. Maintain an upright posture, direct your gaze forward, and maintain a steady breath. | 4. Keep your arms bent and move them in sync with your strides."
Triceps Dip,Machine,Triceps,"Chest, Shoulders",assets/media/exercises/ex_0387_video.mp4,assets/media/exercises/ex_0387_thumbnail.jpg,"1. Grab a pair of parallel bars and suspend yourself in the air. | 2. Maintain an upright body, bring your shoulders back, and engage your abs. | 3. Take a breath and lower yourself by bending your elbows. | 4. Move down until your elbows are at a 90-degree angle. | 5. Hold the position for a moment and press yourself back to the top as you exhale."
Triceps Dip (Assisted),Machine,Triceps,"Chest, Shoulders",assets/media/exercises/ex_0388_video.mp4,assets/media/exercises/ex_0388_thumbnail.jpg,"1. Select the appropriate load on the machine. | 2. Grab the parallel bars, place your knees on the platform, and bring your legs together. | 3. Retract your shoulder blades, straighten your arms, and engage your abs. | 4. Take a breath and lower yourself by bending your arms. | 5. Descend until your elbows are at a 90-degree angle, hold for a moment, and press back to the top as you breathe out."
Triceps Dip (Weighted),Machine,Triceps,"Chest, Shoulders",assets/media/exercises/ex_0389_video.mp4,assets/media/exercises/ex_0389_thumbnail.jpg,"1. Attach a weight plate to yourself via a special belt. | 2. Grab a pair of parallel bars and suspend yourself in the air. | 3. Maintain an upright body, bring your shoulders back, and engage your abs. | 4. Take a breath and lower yourself by bending your elbows. | 5. Move down until your elbows are at a 90-degree angle. | 6. Hold the position for a moment and press yourself back to the top as you exhale."
Triceps Extension (Barbell),Barbell,Triceps,None,assets/media/exercises/ex_0390_video.mp4,assets/media/exercises/ex_0390_thumbnail.jpg,"1. Load a barbell. | 2. Grab the bar with an even overhand grip (palms facing back). | 3. Bring your shoulders back and engage your abs. | 4. Lift the bar to chest level. | 5. Sit down on a flat gym bench. | 6. Raise the barbell overhead and extend your arms. | 7. Take a breath and lower the bar behind your head, feeling your triceps stretch. | 8. Hold the bottom for a moment and extend your arms as you exhale."
Triceps Extension (Cable),Machine,Triceps,None,assets/media/exercises/ex_0391_video.mp4,assets/media/exercises/ex_0391_thumbnail.jpg,"1. Set a cable pulley in a low position and attach a handle. | 2. Select a light load with a pin. | 3. Reach down and grab the handle with one hand. | 4. Turn your body away from the cable machine and extend your arm toward the ceiling. | 5. Place your opposite hand on your elbow for support, retract your shoulder blades, and engage your abs. | 6. Take a breath and slowly bend your elbow until you feel a stretch in your tricep. | 7. Flex your tricep to extend your arm and exhale near the top. | 8. Once finished training one tricep, grab the handle with your opposite hand and do the same number of reps."
Triceps Extension (Dumbbell),Dumbbell,Triceps,None,assets/media/exercises/ex_0392_video.mp4,assets/media/exercises/ex_0392_thumbnail.jpg,"1. Grab a dumbbell and stand tall. | 2. Lift the weight overhead and place your hands flat against the top weight plate with your palms facing the ceiling. | 3. Bring your shoulders back and engage your abs. | 4. Take a breath and lower the dumbbell behind your head while keeping your elbows to the sides of your head. | 5. Bend your arms until you feel a stretch, and extend your elbows as you breathe out."
Triceps Extension (Machine),Machine,Triceps,None,assets/media/exercises/ex_0393_video.mp4,assets/media/exercises/ex_0393_thumbnail.jpg,"1. Set the appropriate load and sit down. | 2. Grab the handles to your sides, bring your shoulders back into the pad, and plant your feet on the floor. | 3. Take a breath and push the handles down by extending your elbows. | 4. Straighten your arms fully and hold the position momentarily as you exhale. | 5. Bend your arms slowly and breathe in."
Triceps Extension (Suspension),Suspension,Triceps,None,assets/media/exercises/ex_0394_video.mp4,assets/media/exercises/ex_0394_thumbnail.jpg,"1. Grab the handles of the suspension kit and turn away from the anchor point. | 2. Extend your arms in front of your body, bring your feet together, and flex your abs. | 3. Retract your shoulders and take a breath. | 4. Lean your body forward by bending your elbows. | 5. Descend until you feel a stretch in your triceps. | 6. Flex your arm muscles to extend your body and exhale."
Triceps Kickback (Cable),Machine,Triceps,None,assets/media/exercises/ex_0395_video.mp4,assets/media/exercises/ex_0395_thumbnail.jpg,"1. Set the cable pulley in a low position and select the appropriate load. Don’t add an attachment. | 2. Grab the plastic piece at the rope’s end with your right hand and take a step back. | 3. Lean your torso forward and keep your back straight. | 4. Raise your elbow to the side of your torso and inhale. | 5. Extend your arm fully and pause briefly as you exhale. | 6. Slowly bend your arm as you breathe in. | 7. Repeat. | 8. Once finished, grab the rope with your left hand and repeat for the same number of reps."
Triceps Kickback (Dumbbell),Dumbbell,Triceps,None,assets/media/exercises/ex_0396_video.mp4,assets/media/exercises/ex_0396_thumbnail.jpg,"1. Grab a light dumbbell and hold it to your side with your palm facing your thigh. | 2. Lean your torso forward as you push your butt back to maintain a neutral back. | 3. Lift your elbow to your side, inhale, and extend your arm by engaging your tricep. Breathe out. | 4. Hold the contraction for a second and slowly bring the dumbbell back down as you breathe in. | 5. Keep your shoulder and elbow in a stationary position throughout each repetition."
